Topic;;Title;;Published;;Viewership;;Description;;Skills
Generative-AI;;Generative AI for Small Businesses;;2024-05-20;;1541;;Learn how to harness automation, optimize marketing, and ethically leverage AI for growth in operations, content creation, branding, and financial management.;;Business Strategy
Generative-AI;;Generative AI for Small Businesses;;2024-05-20;;1541;;Learn how to harness automation, optimize marketing, and ethically leverage AI for growth in operations, content creation, branding, and financial management.;;Artificial Intelligence for Business
Generative-AI;;Generative AI for Small Businesses;;2024-05-20;;1541;;Learn how to harness automation, optimize marketing, and ethically leverage AI for growth in operations, content creation, branding, and financial management.;;Generative AI
Generative-AI;;Building Applications Using Amazon Bedrock;;2024-03-19;;1727;;Find out how you can use Amazon Bedrock to build applications for the most typical Generative AI use cases.;;Amazon Bedrock
Generative-AI;;Building Applications Using Amazon Bedrock;;2024-03-19;;1727;;Find out how you can use Amazon Bedrock to build applications for the most typical Generative AI use cases.;;MLOps
Generative-AI;;Building Applications Using Amazon Bedrock;;2024-03-19;;1727;;Find out how you can use Amazon Bedrock to build applications for the most typical Generative AI use cases.;;Application Development
Generative-AI;;OpenAI API: Introduction;;2024-01-05;;7490;;Learn how the OpenAI API works and how to work with it in the OpenAI playground and in custom apps.;;OpenAI API
Generative-AI;;OpenAI API: Introduction;;2024-01-05;;7490;;Learn how the OpenAI API works and how to work with it in the OpenAI playground and in custom apps.;;OpenAI Products
Generative-AI;;OpenAI API: Introduction;;2024-01-05;;7490;;Learn how the OpenAI API works and how to work with it in the OpenAI playground and in custom apps.;;API Development
Generative-AI;;OpenAI API: Introduction;;2024-01-05;;7490;;Learn how the OpenAI API works and how to work with it in the OpenAI playground and in custom apps.;;Artificial Intelligence (AI)
Generative-AI;;Getting Started with Claude 3;;2024-03-22;;2754;;Claude 3 from Anthropic, the AI with a constitution, has three new models that one-up the competition with larger context, lower costs, and a new chatbot. We compare features, pricing, and API for developers.;;Anthropic Claude
Generative-AI;;Getting Started with Claude 3;;2024-03-22;;2754;;Claude 3 from Anthropic, the AI with a constitution, has three new models that one-up the competition with larger context, lower costs, and a new chatbot. We compare features, pricing, and API for developers.;;Generative AI
Generative-AI;;Programming with the Gemini Flash API;;2024-06-04;;1799;;Explore the capabilities and learn to use Google's low latency high-performance Gemini Flash API.;;Google Gemini
Generative-AI;;Programming with the Gemini Flash API;;2024-06-04;;1799;;Explore the capabilities and learn to use Google's low latency high-performance Gemini Flash API.;;Generative AI
Generative-AI;;Programming with the Gemini Flash API;;2024-06-04;;1799;;Explore the capabilities and learn to use Google's low latency high-performance Gemini Flash API.;;API Development
Generative-AI;;Generative AI vs. Traditional AI;;2023-09-25;;62159;;See the key differences between generative and traditional AI.;;Generative AI
Generative-AI;;AI Workshop: Hands-on with GANs with Deep Convolutional Networks;;2024-01-05;;1566;;Learn how to build and train deep convolutional generative adversarial networks (GANs) in this interactive, workshop-style coding course.;;Generative Adversarial Networks (GANs)
Generative-AI;;AI Workshop: Hands-on with GANs with Deep Convolutional Networks;;2024-01-05;;1566;;Learn how to build and train deep convolutional generative adversarial networks (GANs) in this interactive, workshop-style coding course.;;Convolutional Neural Networks (CNN)
Generative-AI;;Using Generative AI in Public Relations;;2024-10-09;;0;;Learn how to use AI for communication, brainstorming, content creation, and social sentiment analysis, reshaping your approach to PR in the digital age.;;Public Relations
Generative-AI;;Using Generative AI in Public Relations;;2024-10-09;;0;;Learn how to use AI for communication, brainstorming, content creation, and social sentiment analysis, reshaping your approach to PR in the digital age.;;Generative AI
Generative-AI;;Prompting ChatGPT with Multimodal Techniques;;2023-12-06;;10619;;Harness the full potential of ChatGPT by integrating image analysis, coding techniques, DALL-E artwork, and recent web data into your prompts.;;AI Prompting
Generative-AI;;Prompting ChatGPT with Multimodal Techniques;;2023-12-06;;10619;;Harness the full potential of ChatGPT by integrating image analysis, coding techniques, DALL-E artwork, and recent web data into your prompts.;;Prompt Engineering
Generative-AI;;Prompting ChatGPT with Multimodal Techniques;;2023-12-06;;10619;;Harness the full potential of ChatGPT by integrating image analysis, coding techniques, DALL-E artwork, and recent web data into your prompts.;;ChatGPT
Generative-AI;;Building PHP Applications with Generative AI;;2024-04-05;;1403;;Learn how to use generative AI for code writing, validation, and testing.;;Web Development
Generative-AI;;Building PHP Applications with Generative AI;;2024-04-05;;1403;;Learn how to use generative AI for code writing, validation, and testing.;;Generative AI
Generative-AI;;Building PHP Applications with Generative AI;;2024-04-05;;1403;;Learn how to use generative AI for code writing, validation, and testing.;;PHP
Generative-AI;;Generative AI: Introduction to Large Language Models;;2023-11-13;;30290;;Gain a foundational knowledge of how large language models and other Generative AI models work.;;Large Language Models (LLM)
Generative-AI;;Generative AI: Introduction to Large Language Models;;2023-11-13;;30290;;Gain a foundational knowledge of how large language models and other Generative AI models work.;;Generative AI
Generative-AI;;Using Generative AI to Secure the Network;;2024-06-04;;1419;;Discover how generative AI can revolutionize your network security strategy and ensure critical data stays safe from malicious activity.;;Network Security
Generative-AI;;Using Generative AI to Secure the Network;;2024-06-04;;1419;;Discover how generative AI can revolutionize your network security strategy and ensure critical data stays safe from malicious activity.;;Generative AI
Generative-AI;;Semantic Kernel in Action: Fundamentals;;2024-05-23;;1625;;Gain a stronger understanding of Semantic Kernel, and learn how to utilize and integrate it into your AI development projects.;;Semantic Kernel
Generative-AI;;Semantic Kernel in Action: Fundamentals;;2024-05-23;;1625;;Gain a stronger understanding of Semantic Kernel, and learn how to utilize and integrate it into your AI development projects.;;Application Development
Generative-AI;;Leveraging GenAI in .NET MAUI Development;;2024-07-30;;0;;Learn how to leverage generative AI to increase your productivity in developing MAUI applications.;;.NET MAUI
Generative-AI;;Leveraging GenAI in .NET MAUI Development;;2024-07-30;;0;;Learn how to leverage generative AI to increase your productivity in developing MAUI applications.;;Generative AI
Generative-AI;;Leveraging GenAI in .NET MAUI Development;;2024-07-30;;0;;Learn how to leverage generative AI to increase your productivity in developing MAUI applications.;;Cross-platform Development
Generative-AI;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Large Language Models (LLM)
Generative-AI;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Transformer Models
Generative-AI;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Generative AI
Generative-AI;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Natural Language Processing (NLP)
Generative-AI;;Creating a Chat Tool Using OpenAI Models and Pinecone;;2024-06-25;;2859;;Get an overview of text embeddings, vector databases, and retrieval-augmented generation (RAG) by learning how to build your own chat tool with OpenAI and Pinecone.;;OpenAI Products
Generative-AI;;Creating a Chat Tool Using OpenAI Models and Pinecone;;2024-06-25;;2859;;Get an overview of text embeddings, vector databases, and retrieval-augmented generation (RAG) by learning how to build your own chat tool with OpenAI and Pinecone.;;Chatbot Development
Generative-AI;;OpenAI API: Fine-Tuning;;2024-04-23;;16291;;Learn how to fine-tune GPT models by submitting your own data for improved steerability, more reliable output formatting, and a more customized experience.;;OpenAI API
Generative-AI;;OpenAI API: Fine-Tuning;;2024-04-23;;16291;;Learn how to fine-tune GPT models by submitting your own data for improved steerability, more reliable output formatting, and a more customized experience.;;OpenAI Products
Generative-AI;;LLaMa for Developers;;2024-04-17;;13122;;Get an introduction to the architecture, process of fine tuning, deploying, and prompting in the popular open source LLaMa model.;;LLaMA
Generative-AI;;LLaMa for Developers;;2024-04-17;;13122;;Get an introduction to the architecture, process of fine tuning, deploying, and prompting in the popular open source LLaMa model.;;Software Development
