Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current annual salary?,What is your current billing rate?,What is your utilization percentage?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/29/2023 17:15:48,United States of America,,,,,,,,,Pennsylvania,Philadelphia,EIT,5,0,Bachelors Degree,,"1,300",Associate Engineer,Full Time,Land Development,Private,5,83000,N/A,100,,0,0,Yes but I still pay a premium,20,5,40,Straight time (1.0x),No,Yes,No,8,100000,,Male,0,
8/29/2023 17:19:57,United States of America,,,,,,,,,New Jersey,Somerville,PE,0,12.6,Bachelors Degree,,50,Project Manager,Full Time,Construction/Field,Private,7,124000,N/A,N/A,5000,15000,0,Yes and fully covered,25.5,0,45,1.5x for weekends only. No OT week days unless working 12s,No,No,Yes,9,150000,Gas card w/ Vehicle,JD744K Loader,idk,
8/29/2023 17:23:28,United States of America,,,,,,,,,Virginia,Richmond ,PE,0,1,Bachelors Degree,,7500,Senior Traffic Engineer,Full Time,Transportation,Public,11,111000,N/A,N/A,,0,0,Yes but I still pay a premium,32,2,42,Not compensated (Exempt),No,Yes,No,8,125000,,Male,320,
8/29/2023 17:41:18,United States of America,,,,,,,,,California,Los Angeles,PE,1,1,Masters Degree,,1000,Project Engineer,Full Time,Water Resources,Private,5.5,108000,N/A,80%,,1,1,Yes and fully covered,17,5,40,Time and a half (1.5x),No,No,No,7,120000,,Male,0,
8/29/2023 19:35:24,United States of America,,,,,,,,,Oklahoma,Oklahoma City ,PE,3,2.5,Bachelors Degree,,45,Project engineer ,Full Time,Transportation,Private,9,94000,160,80,,0,0,Yes but I still pay a premium,15,Optional,43,Not compensated (Exempt),No,Yes,No,7,108000,,Male,40,
8/29/2023 19:52:50,United States of America,,,,,,,,,Pennsylvania,Philadelphia,EIT,3,3,Bachelors Degree,AECOM,A lot,Structural Engineer I,Full Time,Bridges,Public,2.5,71000,N/A,N/A,0,0,0,Yes and fully covered,14,Depends,40,Straight time (1.0x),No,Yes,Yes,7,90000,,Male,Not sure,
8/29/2023 20:23:15,Canada,,,,British Columbia,Vancouver,PE,,,,,,,,Bachelors Degree,,200,Transportation Engineer,Full Time,Transportation,Public,7,110000,N/A,N/A,,0,0,Yes and fully covered,40,0,37.5,Not compensated (Exempt),Yes,No,No,7,125000,,Male,0,
8/29/2023 23:15:40,United States of America,,,,,,,,,Illinois,El Paso,EIT,10,2,Bachelors Degree,,50,Design engineer,Full Time,Structural,Private,2,81700,N/A,N/A,,12000,0,Yes but I still pay a premium,25,2,45,Not compensated (Exempt),Yes,Yes,No,4,90000,,Male,3 days leave followed by FMLA,
8/29/2023 23:16:23,United States of America,,,,,,,,,Missouri,Kansas City,PE,10,18,Bachelors Degree,Kimley-Horn,6000,Civil Engineer,Full Time,Transportation,Public,4.5,87000,N/A,92,4000,17000,0,Yes but I still pay a premium,25,1,45,Not compensated (Exempt),No,Yes,No,7,120000,,Female,,120
8/30/2023 1:39:23,United States of America,,,,,,,,,California,East Bay,PE,0,0,Bachelors Degree,,300,Associate Engineer,Full Time,Government/Municipal,Public,8,150000,N/A,N/A,0,0,0,Yes and fully covered,10 days,2 days,40,Time and a half (1.5x),No,No,Yes,8,190000,,Male,12 weeks,
8/30/2023 6:39:25,United States of America,,,,,,,,,Texas,Fort Worth,EIT,0,6,Bachelors Degree,,1500,Engineer III,Full Time,Land Development,Private,3.5,83000,N/A,N/A,0,3000,0,Yes but I still pay a premium,20,2,42,Straight time (1.0x),No,No,No,8,100000,,Male,40,
8/30/2023 7:08:41,United States of America,,,,,,,,,Florida,Central FL,EIT,0,7,Bachelors Degree,,100,Design Engineer,Full Time,Structural,Private,3,79000,N/A,N/A,0,6000,0,Yes but I still pay a premium,15,As needed,45,Not compensated (Exempt),No,No,No,6,100000,,Male,0,
8/30/2023 8:42:00,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,EIT,0,3,Bachelors Degree,AECOM,"50,000",Civil engineer 1,Full Time,Water Resources,Private,1.5,75000,N/A,90,3000,0,0,Yes but I still pay a premium,15,3,5,Straight time (1.0x),No,Yes,No,7,75000,,Male,0,
8/30/2023 9:58:04,United States of America,,,,,,,,,Texas,Fort Worth,EIT,0,4,Masters Degree,,25,Design Engineer,Full Time,Structural,Private,2.5,70720,120,N/A,,21000,0,Yes and fully covered,15,0,41,Time and a half (1.5x),No,No,No,9,"95,000",,Male,40,
8/30/2023 10:32:25,United States of America,,,,,,,,,North Carolina,Raleigh,PE,0,6,Bachelors Degree,,250,Project Engineer,Full Time,Transportation,Private,5,100000,N/A,N/A,,0,0,Yes but I still pay a premium,15,0,45,Straight time (1.0x),Yes,No,No,7,125000,,Male,80,
8/30/2023 10:34:53,United States of America,,,,,,,,,Maryland,Baltimore,PE,0,18,Masters Degree,KH,7500,Civil Engineer,Full Time,Transportation,Public,9,118000,N/A,88,7000,60000,0,Yes but I still pay a premium,22,1,44,Not compensated (Exempt),No,No,No,7,180000,,Male,80,
8/30/2023 11:39:01,United States of America,,,,,,,,,Massachusetts,Boston,None,0,4,Bachelors Degree,,500,Transit and Rail Designer,Full Time,Transportation,Private,0.25,76000,N/A,N/A,,0,0,Yes but I still pay a premium,18,2,40,Straight time (1.0x),No,No,No,8,86000,,Male,0,
8/30/2023 13:01:15,United States of America,,,,,,,,,Florida,Orlando,EIT,3,3,Bachelors Degree,,1500,Highway engineering associate,Full Time,Transportation,Private,0,70000,Don’t know,90,3500,0,0,Yes but I still pay a premium,10,0,40,Straight time (1.0x),No,No,No,9,80k,great atmosphere & working environment,Female,,Two weeks
8/30/2023 13:39:23,United States of America,,,,,,,,,Maryland,Baltimore,None,0,6,Technical Certificate,,250,Senior Designer,Full Time,Land Development,Private,23,105000,160,90,5000,7000,0,Yes but I still pay a premium,20,1,40,Straight time (1.0x),Yes,Yes,No,7,105000,,Male,0,
8/30/2023 13:56:24,United States of America,,,,,,,,,California,Davis,EIT,0,7,Bachelors Degree,,50,Research and Development Engineer ,Full Time,Pavement ,Public,7,90000,N/A,N/A,0,0,0,Yes but I still pay a premium,28,0-1,45,Not compensated (Exempt),Yes,No,No,6,"110,000",Working in research laboratory as a materials engineer. Looking to move into state transportation role.,Male,8 weeks,
8/30/2023 14:47:02,United States of America,,,,,,,,,Connecticut,Glastonbury,PE,5,4,Bachelors Degree,,1100,Civil Engineer,Full Time,Land Development,Private,7,88000,42.2,80,0,4000,0,Yes but I still pay a premium,20,2,40,Straight time (1.0x),Yes,No,No,6,98000,,Female,,80
8/30/2023 16:28:48,United States of America,,,,,,,,,New Mexico,Farmington ,EIT,0,4,Bachelors Degree,,250,EIT,Full Time,Water Resources,Private,4,73000,130,80,,3000,0,Yes but I still pay a premium,24,0,40,Not compensated (Exempt),No,No,No,6,95000,,Prefer not to say,0,
8/30/2023 16:30:55,United States of America,,,,,,,,,California,Sacramento,EIT,0,5,Bachelors Degree,,50000,Project Manager,Full Time,Construction/Field,Private,7,110000,N/A,N/A,0,0,0,Yes but I still pay a premium,24,3,45,Straight time (1.0x),Yes,No,Yes,8,125000,,Male,120,
8/30/2023 18:50:21,United States of America,,,,,,,,,California,San Francisco,PE,0,0,Masters Degree,,60,Project Engineer,Full Time,Structural,Private,10,140000,200,N/A,,0,0,Yes and fully covered,20,3,42,Straight time (1.0x),No,No,No,8,160000,,Male,160,
8/30/2023 20:00:12,United States of America,,,,,,,,,Iowa,Cedar Rapids,EIT,0,4.5,Bachelors Degree,,600,Design Engineer,Full Time,Utlilites,Private,3,680000,120,95,,0,0,Yes and fully covered,15,3,40,Supposedly better annual bonus,No,No,No,8,80000,,Female,,40
8/30/2023 20:41:26,United States of America,,,,,,,,,Connecticut,New Haven,PE,11,6.5,Bachelors Degree,,8000,Senior Engineer,Full Time,Power/Electrical,Private,20,131,N/A,N/A,25000,52000,0,Yes but I still pay a premium,20,1,40,Straight time (1.0x),No,No,No,8,0,,Male,0,
8/30/2023 22:00:01,United States of America,,,,,,,,,Washington,Seattle,PE,0,4.5,Bachelors Degree,,50,Project Manager,Full Time,Power/Electrical,Private,6,11500,N/A,N/A,,10000,0,Yes and fully covered,15,5,30,Not compensated (Exempt),Yes,No,No,5,140000,,Male,10,
8/30/2023 22:36:28,Canada,,,,Ontario,Ottawa,PE,,,,,,,,Bachelors Degree,,200,project engineer,Full Time,Government/Municipal,Public,11,102000,N/A,100%,,0,0,minimal premium for life insurance,45,3,40,Straight time (1.0x),No,Yes,No,7,110000,,Male,0,
8/31/2023 0:07:35,United States of America,,,,,,,,,Arizona,Mesa,PE,0,4,Bachelors Degree,,280,Project Manager,Full Time,Land Development,Private,13,160000,165,78,0,25000,0,Yes but I still pay a premium,20,5,45,Straight time (1.0x),No,Yes,No,9,200000,,Male,0,
8/31/2023 0:17:20,United States of America,,,,,,,,,California,Santa Ana,EIT,0,3,Masters Degree,Micheal Baker International,100+,Civil Associate,Full Time,Bridge/Building,Private,0,82500,45,N/A,,0,0,Yes but I still pay a premium,14,4,40,Time and a half (1.5x),Yes,No,No,5,90000,,Male,don't know,
8/31/2023 0:32:27,Canada,,,,British Columbia,Southern Interior ,PE,,,,,,,,Masters Degree,,500-1000,Geotechnical Engineer ,Full Time,Geotechnical,Private,14,111000,175,N/A,,15000,0,Yes and fully covered,35,depends,42,Straight time (1.0x),No,No,No,9,150000+,All number in USD,Male,"512 (fully paid), more unpaid.",
8/31/2023 0:42:17,United States of America,,,,,,,,,Indiana,Indianapolis,PE,0,24,Bachelors Degree,,600,Project Engineer,Full Time,Transportation,Private,5,91000,N/A,N/A,5000,3000,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,No,No,9,120000,,Male,Not sure,
8/31/2023 0:42:54,United States of America,,,,,,,,,California,San Diego,PE,17,3,Bachelors Degree,,800,civil engineering designer iii,Full Time,Water Resources,Private,10,90000,130,98,,1000,0,Yes but I still pay a premium,60 hours,2,40,Time and a half (1.5x),Yes,No,No,3,105000,,Male,8 weeks,
8/31/2023 1:58:31,United States of America,,,,,,,,,California,Sacramento,PE,0,3,Bachelors Degree,,<50,Project Engineer,Full Time,Water Resources,Private,9,120000,200,85,15000,0,0,Yes and fully covered,25,5,40,Not compensated (Exempt),Yes,No,No,10,135000,,Male,None,
8/31/2023 2:52:36,United States of America,,,,,,,,,California,Corona,PE,0,4,Bachelors Degree,,40,Project Manager,Full Time,Land Development,Private,14,120000,165,80%,,5000,0,Yes but I still pay a premium,22,0,40,Not compensated (Exempt),No,No,No,6,145000,,Male,80,
8/31/2023 6:28:27,United States of America,,,,,,,,,Vermont,Colchester ,PE,0,3,Bachelors Degree,,16,Engineer ,Full Time,Land Development,Public,5,70000,110,85,0,6700,0,Yes and fully covered,25,0,42,Time and a half (1.5x),Yes,No,No,6,80000,,Male,40,
8/31/2023 8:00:16,United States of America,,,,,,,,,Pennsylvania,Camp Hill,PE,0,5,Bachelors Degree,,10000+,Traffic Engineer,Full Time,Transportation,Private,6,71000,N/A,98,1000,3000,0,Yes and fully covered,15,0,40,Straight time (1.0x),No,Yes,No,5,85000,Definitely feel underpaid,Male,120,
8/31/2023 8:15:48,Australia,,,,,,,Queensland,Graduate Engineer,,,,,,Bachelors Degree,,5,Structural engineer ,Full Time,Structural,Private,1.8,75000,150/hr,90,0,2000,0,No,30,0,45,Not compensated (Exempt),No,No,No,6,85k,,Female,,3 months
8/31/2023 12:18:49,United States of America,,,,,,,,,Florida,Tampa,None,0,3,Bachelors Degree,,7,Civil Engineering Designer and Urban Planner,Full Time,Land Development,Private,7,65000,105,95,,15000,0,Yes but I still pay a premium,20,Personal Choice,45,Time and a half (1.5x),No,Yes,No,8,80000,,Male,Unknown,
8/31/2023 13:33:46,United Kingdom,South East,Portsmouth ,No,,,,,,,,,,,Bachelors Degree,,100,Site engineer ,Full Time,Construction/Field,Private,1,32000,N/A,N/A,,0,0,Yes and fully covered,21,0,50,Time and a half (1.5x),No,No,Yes,7,45000,,Male,Unknown,
8/31/2023 13:43:10,United States of America,,,,,,,,,New York,Buffalo,EIT,0,3,Bachelors Degree,WSP,65000,Assistant Consultant Civil Engineer,Full Time,Transportation,Private,0.5,70000,N/A,N/A,,0,0,Yes but I still pay a premium,16,2,40,Straight time (1.0x),No,No,No,7,80000,"WSP seems to be a good place to start an engineering career, not sure if I will stay here long term but I enjoy it so far.  ",Male,120,
8/31/2023 14:31:21,United States of America,,,,,,,,,Tennessee,Johnson City,PE,0,8,Bachelors Degree,,500,Engineer III,Full Time,Government/Municipal,Public,9,89000,N/A,N/A,0,175,0,Yes but I still pay a premium,22,0,40,Not compensated (Exempt),No,No,No,7,100000,,Male,0,
8/31/2023 15:11:14,United States of America,,,,,,,,,Texas,Fort Worth,PE,0,4,Bachelors Degree,,50,Project Engineer,Full Time,Land Development,Private,7,95000,N/A,N/A,,250,0,Yes and fully covered,22,5,40,Not compensated (Exempt),No,No,No,8,120000,Fully Remote,Male,0,
8/31/2023 15:14:29,United States of America,,,,,,,,,Washington,Seattle,PE,0,3,Bachelors Degree,,20000,Senior lead engineer,Full Time,Water Resources,Private,10,164000,220,80,5000,5300,0,Yes but I still pay a premium,"""Unlimited""",5,40,Straight time (1.0x),No,No,No,9,175000,,Male,120,
8/31/2023 15:33:48,United States of America,,,,,,,,,California,Sacramento ,EIT,0,4,Bachelors Degree,,10000+,Assitant engineer ,Full Time,Transportation,Private,2,78000,37.67,N/A,3000,1000,5000,Yes but I still pay a premium,10,1,40,Not compensated (Exempt),Yes,No,No,7,85000,,Male,CA paternity leave ,
8/31/2023 15:46:19,Canada,,,,British Columbia,"Vancouver, BC",EIT,,,,,,,,Bachelors Degree,EllisDon,4000,Project Coordinator ,Full Time,Construction/Field,Private,1,73100,N/A,N/A,,2000,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),Yes,No,No,7,81000,The commission question is mandatory even though most people don't make commission. May skew your answers,Male,0,
8/31/2023 16:52:50,United States of America,,,,,,,,,New Jersey,Northern NJ,PE,0,3,Masters Degree,,20,Project Manager,Full Time,Government/Municipal,Public,22,140000,165,N/A,0,5000,0,Yes but I still pay a premium,25,5,40,Not compensated (Exempt),No,Yes,No,8,200000,,Male,40,
8/31/2023 17:16:22,United States of America,,,,,,,,,Illinois,Peoria,PE,0,4.5,Bachelors Degree,,125,Senior Design Engineer ,Full Time,Structural,Private,8,98.5,N/A,N/A,0,0,0,Yes but I still pay a premium,19,7,40,Not compensated (Exempt),No,No,No,9,115000,"It is a very relaxed environment with very flexible management. Our industry comes in waves, so a lot of the time is a very manageable work load. I work overtime maybe 8-10 weeks per year, and even then I max out at 45 hours.",Male,0,
8/31/2023 18:40:18,United States of America,,,,,,,,,Virginia,Richmond,PE,0,5,Masters Degree,,7700,Program Manager,Full Time,Bridges,Public,15,153000,N/A,N/A,0,1000,0,Yes and fully covered,45,1,40,Not compensated (Exempt),No,Yes,No,9,230000,,Male,320,
8/31/2023 19:17:26,United States of America,,,,,,,,,New York,New York,None,0,0,Bachelors Degree,,100,Inspection Engineer,Full Time,Construction/Field,Public,2,84000,N/A,N/A,,7500,0,Yes but I still pay a premium,15,0,40,Straight time (1.0x),Yes,No,No,6,"100,000",,Male,n/a,
8/31/2023 20:26:22,United States of America,,,,,,,,,Vermont,Burlington ,EIT,0,2.5,Masters Degree,,150,Staff Engineer ,Full Time,Bridges,Private,3,78624,N/A,90,4000,700,0,Yes but I still pay a premium,21,0/5,40,Straight time (1.0x),No,No,No,8,85000,,Male,8,
8/31/2023 21:04:55,United States of America,,,,,,,,,Ohio,Cincinnati,PE,0,0,Bachelors Degree,,400,Supervising Engineer,Full Time,Government/Municipal,Public,12,116000,N/A,N/A,,0,0,Yes but I still pay a premium,29,0,40,Not compensated (Exempt),No,No,No,8,130000,,Male,480,
8/31/2023 21:24:23,United States of America,,,,,,,,,California,Irvine,PE,6,6,Masters Degree,,90,Senior Project Engineer,Full Time,Environmental,Private,8,125000,175/hr,65 - 75%,5000,12000,0,Yes and fully covered,25,2,45,Not compensated (Exempt),No,Yes,No,8,140000,,Male,240,
8/31/2023 21:56:02,United States of America,,,,,,,,,Texas,Austin,EIT,0,3,Bachelors Degree,,500,Design Engineer,Full Time,Water Resources,Private,4,85000,145,N/A,,0,0,Yes and fully covered,15,0,50,Straight time (1.0x),No,No,No,4,95000,,Male,0,
8/31/2023 23:14:35,United States of America,,,,,,,,,Georgia,Savannah ,EIT,10,3,Bachelors Degree,,500,Designer III,Full Time,Land Development,Private,3,70900,135/hr,95,1500,3500,0,Yes and fully covered,144 hours ,0,45,Straight time (1.0x),No,No,No,6,"$85,000",,Male,0,
8/31/2023 23:19:57,United States of America,,,,,,,,,Washington,Seattle,PE,0,6.25,Masters Degree,,60,Project Manager,Full Time,Structural,Private,5,95000,150,88,,10000,0,Yes but I still pay a premium,18,1,43,Straight time (1.0x),Yes,No,No,3,97000,OT can be converted to PTO up to 2 additional weeks.,Male,240,
8/31/2023 23:30:59,United States of America,,,,,,,,,Iowa,Des Moines,PE,0,3,Masters Degree,,20,Project Manager/Structural Engineer,Full Time,Structural,Private,20,100000,N/A,N/A,,17000,0,Yes but I still pay a premium,Unlimited,3,40,Not compensated (Exempt),Yes,No,No,8,140000,,Male,0,
9/1/2023 0:23:53,United States of America,,,,,,,,,New York,New york city,EIT,15,10,Bachelors Degree,,2000,Graduate Civil Engineer,Full Time,Transportation,Private,1,73000,N/A,87,,4500,0,Yes but I still pay a premium,20,3,40,Straight time (1.0x),No,Yes,No,9,85000,,Female,,640
9/1/2023 9:33:58,United States of America,,,,,,,,,Massachusetts,Boston,EIT,10,3,Bachelors Degree,AECOM,50000,Environmental Engineer II,Full Time,Environmental,Private,3,80750,135,88.5,,900,0,Yes but I still pay a premium,Unlimited,4,45,Straight time (1.0x),No,No,No,6,95000,,Male,Unknown,
9/1/2023 9:37:13,United States of America,,,,,,,,,Utah,Salt Lake City,PE,0,10,Masters Degree,,35,Engineer,Full Time,Government/Municipal,Public,5,98000,N/A,N/A,,0,0,Yes and fully covered,25,0,40,Not compensated (Exempt),No,Yes,No,7,120000,,Male,0,
9/1/2023 10:51:37,Canada,,,,Alberta,Edmonton,None,,,,,,,,High School Diploma,,15,PM,Full Time,Power/Electrical,Private,0,100000,N/A,N/A,,0,0,No,14,0,38,Time and a half (1.5x),No,No,Yes,10,115k,,Male,0,
9/1/2023 11:51:12,United States of America,,,,,,,,,New Mexico,Albuquerque,PE,10,0,Bachelors Degree,,700,Engineer III,Full Time,Transportation,Private,4,93000,N/A,85,,5000,0,Yes and fully covered,22,2-3,40,Straight time (1.0x),No,No,No,7,120000,,Female,,
9/1/2023 12:05:32,United States of America,,,,,,,,,California,Pasadena,EIT,0,3,Bachelors Degree,,1500,Engineering Associate,Full Time,Environmental,Public,3,120000,N/A,N/A,0,0,0,Yes and fully covered,30,2,40,Time and a half (1.5x),No,Yes,No,9,I wouldn't leave,,Female,,0
9/1/2023 12:07:26,United States of America,,,,,,,,,Louisiana,Lafayette,EIT,0,6,Bachelors Degree,,100,Transmission Engineer  ,Full Time,Power/Electrical,Private,1,70000,N/A,N/A,,0,0,Yes but I still pay a premium,14,5,8,Not compensated (Exempt),No,No,No,8,80000,,Male,0,
9/1/2023 15:05:17,United States of America,,,,,,,,,California,Fairfield,PE,2,0,Bachelors Degree,,24,Sr. Civil Engineer ,Full Time,Transportation,Public,7,140000,N/A,N/A,0,9,0,Yes and fully covered,30,1,45,Time and a half (1.5x),No,Yes,No,8,180000,,Male,120,
9/1/2023 15:22:52,United States of America,,,,,,,,,Texas,Houston,EIT,0,4.5,Bachelors Degree,,~700,Staff Engineer ,Full Time,Water/wastewater,Private,3,73520,140,"87 goal, 93 ytd",5000,5000,0,Yes but I still pay a premium,23,3,40,Not compensated (Exempt),No,No,No,8,85000,Discretionary bonuses is a guess we get multiple small ones throughout the year,Male,16,
9/1/2023 15:28:02,United States of America,,,,,,,,,Texas,Houston,PE,0,3,Bachelors Degree,,3,Project Manager,Full Time,Transportation,Private,14,120000,N/A,N/A,0,20000,0,Yes but I still pay a premium,20 days,5,25,Not compensated (Exempt),No,No,No,10,170000,,Male,0,
9/1/2023 15:31:53,United States of America,,,,,,,,,Nevada,Las Vegas,PE,20,5,Bachelors Degree,,175,Project Manager,Full Time,Land Development,Private,7,108000,200,N/A,,20000,0,Yes and fully covered,16,0,40,Straight time (1.0x),No,No,No,7,140000,,Male,0,
9/1/2023 15:37:41,United States of America,,,,,,,,,Minnesota,Minneapolis,PE,0,4,Bachelors Degree,,150,Principal Engineer,Full Time,Forensic,Private,25,0,300-350,90,0,8000,220000,Yes but I still pay a premium,0,50%,48,Time and a half (1.5x),No,No,No,8,400000,,Male,0,
9/1/2023 15:51:00,United States of America,,,,,,,,,Texas,Mesquite,PE,0,9.5,Bachelors Degree,,12000,Transportation Engineer I,Full Time,Transportation,Public,4.5,78450,N/A,N/A,0,0,0,Yes and fully covered,Over 24 Days,2,40,Time Off 1:1,No,Yes,No,8,"Over $110,000","Good Variety of Design Experience, ",Male,A month? Can combine with Leave.,
9/1/2023 16:04:48,United States of America,,,,,,,,,New Jersey,Newark,EIT,0,5,Bachelors Degree,,25,Project Engineer,Full Time,Construction/Field,Private,6,91000,N/A,N/A,,2000,0,Yes and fully covered,20,0,42.5,Not compensated (Exempt),No,No,No,9,0,,Male,idk,
9/1/2023 16:14:08,United States of America,,,,,,,,,California,San Francisco,EIT,0,5,Bachelors Degree,,300,Project Manager,Full Time,Government/Municipal,Public,8,149000,N/A,N/A,0,0,0,Yes and fully covered,26,5,40,Time and a half (1.5x),No,No,No,9,180000,,Male,N/a,
